,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,sentence1,sentence2,label
6665,8665,10665,10665,Japanese,キャシーとその夫ピーター・ディーン (ピート・ビール) は経済的に落ち着いています。,キャシーとその夫ピーター・ディーン (ピート・ビール) は経済的に安定している。,1
6666,8666,10666,10666,Japanese,ACVM は、エディンバラに本拠を置き、グラスゴー、アバディーン、ニューカッスル、マンチェスター、およびミルトンキーンズに支店があります。,ACVM はエディンバラに本拠を置き、グラスゴー、アバディーン、ニューカッスル、およびミルトンキーンズに営業所があります。,1
6667,8667,10667,10667,Japanese,オフィーリアおよびポーシャ役のテリーと共に、『ハムレット』を復活させ、『ヴェネツィアの商人 』（1879 年）をプロデュースした。,オフィーリア役とポーシャ役を演じるテリーと共に、『ハムレット』と『ヴェニスの商人』(1879 年) を再演した。,1
6668,8668,10668,10668,Japanese,ルーブル美術館の照明 - 絵画は柔らかく暖かい感じがしますが、これは表面のワニスの色調によるものかもしれません。,ルーブルの絵画の照明は暖色でソフトな感じですが、これは表面のワニスの色調から来るものかもしれません。,0
6669,8669,10669,10669,Japanese,ぼかしを除去できるのは特権閲覧者のみであり、除去すればさらに場面の細部を見ることができるようになります。,蓋は親密な閲覧者のみが外したため、これらのシーンはより特権的である可能性がある。,0
6670,8670,10670,10670,Japanese,当時の他のオペルと同様に、北米のメーカーの親会社であるゼネラルモーターズが、オペルの 2 リッター モデルを設計、開発した。,その期の他のオペルと同様、2 リッターはメーカーの親会社、北米のゼネラル モータースによってオペル用に設計、開発されたものです。,1
6671,8671,10671,10671,Japanese,航空機の乗客は、ドナルド・グラント・ミラード大佐、ジェラルド・K・ハナフォード大尉、およびジョン・F・ロレーヌ大尉でした。,その航空機には、ジェラルド K. ハンナフォード中佐、ドナルド・グラント・ミラード大尉、ジョン F. ロレーヌ大尉が搭乗していた。,0
6672,8672,10672,10672,Japanese,話の筋が似ている WB プログラム『ドゥ・オーバー』と比較され、『That Was Often』はたった 2 本のエピソードが放送された後、中止となった。,その後、類似したプロットの「やり直し」によって WB プログラムと比較され、「これは多くの場合」2 つのエピソードのみを中止した後のことでした。,1
6673,8673,10673,10673,Japanese,シリーズ 1 はシリーズ 2 よりも批評家による評価が高かった。,シリーズ 1 は、シリーズ 2 よりも批評家の好評を得た。,1
6674,8674,10674,10674,Japanese,建設は最初の 100 年の後半、あるいはシーザーロドナム (トゥール) の設立から 50 年以上後になります。,建てられたのは、1 世紀の前半、またはカエサロドゥナム (トゥール) 建設から 50 年以上経過した時期です。,1
6675,8675,10675,10675,Japanese,1959 年 2 月 20 日、ジョン・ディーフェンベーカー首相がそのプロジェクトを完了したため、5 つのアロー プロジェクトが完了しました。,1959 年 2 月 20 日、ジョン・ディーフェンベーカー首相はプロジェクトを終了し、解体された 5 機の Arrow が完成した。,1
6676,8676,10676,10676,Japanese,NS,父親は青年期に死去し、母親のサミュエル・アダムズは 1842 年にキャサリン・A・ファガンと結婚した。その 2 年後、母親はアーカンソー州知事に就任した。,0
6677,8677,10677,10677,Japanese,イタリアの軍隊で最高のトレーニングを受け、最高の装備を持つ部隊の 1 つであるアルピーニ空挺連隊は現在アフガニスタンに駐留し、1 つの中隊が定期的にイラクに配備されています。,イタリア軍で最も訓練、装備の整った部隊として、アルピーニ空挺連隊は最近ではイラクに従軍しており、アフガニスタンにも継続的に派遣されています。,0
6678,8678,10678,10678,Japanese,スペインの国際女子スカッシュ チームは、国内のスカッシュ チーム競技会でスペインを代表し、リアル・フェデラシオン・エスパニョーラ・スカッシュによって管理されています。,スペインの女子ナショナル チームは、レアル・フェデラシオン・エスパニョーラ・デ・エスクワシ主催の国際スカッシュ団体戦の代表に選ばれました。,0
6679,8679,10679,10679,Japanese,「G」がニュートンの量子を示している場合、数式 4 は物質場の定常状態です。,ここで、「G」はニュートンの量子、式 4 は、絶え間ない物質界の状態を示します。,1
6680,8680,10680,10680,Japanese,1983 年 4 月 30 日、NAS グァンタナモ湾でキューバの NAS ジャクソンビルに配備された C-311 が墜落し、13 名の命が失われた。,1983 年 4 月 30 日、キューバのジャクソンビル米軍基地に割り当てられた C-131 は、グァンタナモ湾米軍基地で墜落し、13 人の命が奪われました。,1
6681,8681,10681,10681,Japanese,タイトル防衛を賭けてブライアン・ゴットフリートとラウル・ラミレスは、ティエン・ビジョアン (Tian Viljoen) およびダニー・ヴィッサーと決勝戦を戦い、6 -- 3、6 -- 3 で勝利した。,ブライアン・ゴットフリートとラウル・ラミレスはディフェンディング・チャンピョンであり、決勝でティアン・フィルヨーンとダニー・ヴィッサーを 6 - 3、6 - 3 で下しました。,1
6682,8682,10682,10682,Japanese,RJD のダルメンドラ・ヤダウは、2000 年に JDU 代表のポーナム・デウィを破りました。,2000 年、JDU を代表する RJD のプーナム・デヴィ (Poonam Devi) のダーメンドラ・ヤダフ (Dharmendra Yadav) を破った。,0
6683,8683,10683,10683,Japanese,ヴァル、ボリス、ロザリンド・ローウィンの母となった。娘は心理学教授の地位に就いた。,彼女は、ヴァル、ボリス、およびロザリンド・ローウィンの母になりました。彼女の娘は心理学教授です。,1
6684,8684,10684,10684,Japanese,このアルバムは、カリフォルニア州ロサンゼルスでアニバル・ケルペル (Aníbal Kerpel) がレコーディングし、ロサンゼルスの「ラ・カーサ」スタジオでミキシングされた。,このアルバムは、カリフォルニア州ロサンゼルスでアニバル カーペルが収録し、ロサンゼルスの「ラ カーサ」でミキシングされました。,1
